Country/territory,WHO Preferred Vaccine Name,mmm Year,Bilateral/multilateral agreements,Donations,COVAX,AVAT,Unknown,Total Doses Delivered
Saint Vincent and the Grenadines,Pfizer BioNTech - Comirnaty,Dec 2021,,,"70,200",,,"70,200"
Saint Vincent and the Grenadines,Pfizer BioNTech - Comirnaty,Jul 2022,,,"4,800",,,"4,800"
Saint Vincent and the Grenadines,Pfizer BioNTech - Comirnaty,Aug 2022,,,"4,680",,,"4,680"
Saint Vincent and the Grenadines,SII - Covishield,Feb 2021,,"40,000",,,,"40,000"
Samoa,AstraZeneca - Vaxzevria,Apr 2021,,,"24,000",,,"24,000"
Samoa,AstraZeneca - Vaxzevria,May 2021,,,"28,800",,,"28,800"
Samoa,AstraZeneca - Vaxzevria,Jul 2021,,"50,000",,,,"50,000"
Samoa,AstraZeneca - Vaxzevria,Aug 2021,,,"138,400",,,"138,400"
Samoa,AstraZeneca - Vaxzevria,Oct 2021,,,"24,000",,,"24,000"
Samoa,Pfizer BioNTech - Comirnaty,Apr 2022,,,"45,630",,,"45,630"
Samoa,Unknown,Jun 2021,,,,,"7,329","7,329"
Samoa,Unknown,Nov 2021,,,,,"1,073","1,073"
Samoa,Unknown,Dec 2021,,,,,"15,906","15,906"
Samoa,Unknown,Jan 2022,,,,,"4,210","4,210"
Samoa,Unknown,Feb 2022,,,,,"10,188","10,188"
Samoa,Unknown,Mar 2022,,,,,"31,477","31,477"
Samoa,Unknown,Apr 2022,,,,,"53,972","53,972"
Samoa,Unknown,May 2022,,,,,"18,356","18,356"
Samoa,Unknown,Aug 2022,,,,,"37,919","37,919"
Samoa,Unknown,Sep 2022,,,,,"1,551","1,551"
San Marino,Gamaleya - Sputnik Light,Dec 2021,"4,000",,,,,"4,000"
San Marino,Gamaleya - Sputnik V,Feb 2021,"7,500",,,,,"7,500"
San Marino,Unknown,Mar 2021,,,,,"6,076","6,076"
San Marino,Unknown,Apr 2021,,,,,"18,292","18,292"
San Marino,Unknown,May 2021,,,,,"15,360","15,360"
San Marino,Unknown,Jun 2021,,,,,"1,739","1,739"
San Marino,Unknown,Jul 2021,,,,,"1,175","1,175"
San Marino,Unknown,Aug 2021,,,,,993,993
San Marino,Unknown,Sep 2021,,,,,594,594
San Marino,Unknown,Oct 2021,,,,,524,524
San Marino,Unknown,Nov 2021,,,,,365,365
San Marino,Unknown,Dec 2021,,,,,"2,719","2,719"
San Marino,Unknown,Jan 2022,,,,,"10,366","10,366"
San Marino,Unknown,Feb 2022,,,,,"1,225","1,225"
San Marino,Unknown,Mar 2022,,,,,"4,131","4,131"
San Marino,Unknown,Apr 2022,,,,,"1,036","1,036"
San Marino,Unknown,May 2022,,,,,177,177
Sao Tome and Principe,AstraZeneca - Vaxzevria,Jun 2021,,,"24,000",,,"24,000"
Sao Tome and Principe,AstraZeneca - Vaxzevria,Jul 2021,,"12,000",,,,"12,000"
Sao Tome and Principe,AstraZeneca - Vaxzevria,Aug 2021,,"37,000",,,,"37,000"
Sao Tome and Principe,AstraZeneca - Vaxzevria,Nov 2021,,"37,000",,,,"37,000"
Sao Tome and Principe,AstraZeneca - Vaxzevria,Dec 2021,,,"19,200",,,"19,200"
Sao Tome and Principe,AstraZeneca - Vaxzevria,Feb 2022,,,"36,000",,,"36,000"
Sao Tome and Principe,Janssen - Ad26.COV 2.S,Nov 2021,,,,"79,200",,"79,200"
Sao Tome and Principe,Janssen - Ad26.COV 2.S,Dec 2021,,,"21,600",,,"21,600"
Sao Tome and Principe,Moderna - Spikevax,Dec 2021,,,"40,320",,,"40,320"
Sao Tome and Principe,Moderna - Spikevax,Mar 2022,,,"72,000",,,"72,000"
Sao Tome and Principe,SII - Covishield,Mar 2021,,,"24,000",,,"24,000"
Sao Tome and Principe,Unknown,Oct 2021,,,,,"22,721","22,721"
Saudi Arabia,AstraZeneca - Vaxzevria,Apr 2021,,,"290,400",,,"290,400"
Saudi Arabia,AstraZeneca - Vaxzevria,May 2021,,,"602,400",,,"602,400"
Saudi Arabia,AstraZeneca - Vaxzevria,Aug 2021,,,"600,000",,,"600,000"
Saudi Arabia,Pfizer BioNTech - Comirnaty,Dec 2020,"500,000",,,,,"500,000"
Saudi Arabia,Pfizer BioNTech - Comirnaty,Jun 2021,,,"279,630",,,"279,630"
Saudi Arabia,SII - Covishield,Feb 2021,"3,000,000",,,,,"3,000,000"
Saudi Arabia,Unknown,Mar 2021,,,,,"1,375,830","1,375,830"
Saudi Arabia,Unknown,Apr 2021,,,,,"5,112,161","5,112,161"
Saudi Arabia,Unknown,May 2021,,,,,"4,748,331","4,748,331"
Saudi Arabia,Unknown,Jun 2021,,,,,"3,760,206","3,760,206"
Saudi Arabia,Unknown,Jul 2021,,,,,"9,885,575","9,885,575"
Saudi Arabia,Unknown,Aug 2021,,,,,"10,691,975","10,691,975"
Saudi Arabia,Unknown,Sep 2021,,,,,"5,474,180","5,474,180"
Saudi Arabia,Unknown,Oct 2021,,,,,"3,972,262","3,972,262"
Saudi Arabia,Unknown,Nov 2021,,,,,"1,896,333","1,896,333"
Saudi Arabia,Unknown,Dec 2021,,,,,"3,794,275","3,794,275"
Saudi Arabia,Unknown,Jan 2022,,,,,"7,077,689","7,077,689"
Saudi Arabia,Unknown,Feb 2022,,,,,"3,988,120","3,988,120"
Saudi Arabia,Unknown,Sep 2022,,,,,"74,623,453","74,623,453"
Senegal,AstraZeneca - Vaxzevria,Jun 2021,,,"184,800",,,"184,800"
Senegal,AstraZeneca - Vaxzevria,Aug 2021,,,"140,160",,,"140,160"
Senegal,AstraZeneca - Vaxzevria,Sep 2021,,,"705,600",,,"705,600"
Senegal,AstraZeneca - Vaxzevria,Oct 2021,,,"298,700",,,"298,700"
Senegal,AstraZeneca - Vaxzevria,Mar 2022,,,"301,000",,,"301,000"
Senegal,Janssen - Ad26.COV 2.S,Jul 2021,,,"302,400",,,"302,400"
Senegal,Janssen - Ad26.COV 2.S,Sep 2021,,,,"158,400",,"158,400"
Senegal,Janssen - Ad26.COV 2.S,Oct 2021,,,"336,000",,,"336,000"
Senegal,Janssen - Ad26.COV 2.S,Nov 2021,,,,"302,400",,"302,400"
Senegal,Janssen - Ad26.COV 2.S,Dec 2021,,,"337,500",,,"337,500"
Senegal,Janssen - Ad26.COV 2.S,Jan 2022,,,"302,400",,,"302,400"
Senegal,Pfizer BioNTech - Comirnaty,Oct 2021,,,"265,590",,,"265,590"
Senegal,Pfizer BioNTech - Comirnaty,Dec 2021,,,"599,040",,,"599,040"
Senegal,Pfizer BioNTech - Comirnaty,Apr 2022,,,"99,450",,,"99,450"
Senegal,Pfizer BioNTech - Comirnaty,Jul 2022,,,"400,140",,,"400,140"
Senegal,SII - Covishield,Mar 2021,,"25,000","324,000",,,"349,000"
Senegal,Sinopharm (Beijing) - BBIBP-CorV,Feb 2021,"200,000",,,,,"200,000"
Senegal,Sinopharm (Beijing) - BBIBP-CorV,May 2021,,"300,000",,,,"300,000"
Senegal,Sinopharm (Beijing) - BBIBP-CorV,Sep 2021,,,"277,200",,,"277,200"
Senegal,Unknown,Aug 2021,,,,,"407,446","407,446"
Serbia,AstraZeneca - Vaxzevria,Apr 2021,,,"57,600",,,"57,600"
Serbia,AstraZeneca - Vaxzevria,May 2021,,,"120,000",,,"120,000"
Serbia,AstraZeneca - Vaxzevria,Jun 2021,,"50,400",,,,"50,400"
Serbia,AstraZeneca - Vaxzevria,Aug 2021,,,"117,600",,,"117,600"
Serbia,AstraZeneca - Vaxzevria,Jan 2022,,,"100,800",,,"100,800"
Serbia,AstraZeneca - Vaxzevria,Mar 2022,,,"67,200",,,"67,200"
Serbia,Gamaleya - Sputnik V,Jan 2021,"40,000",,,,,"40,000"
Serbia,Gamaleya - Sputnik V,Feb 2021,"200,000",,,,,"200,000"
Serbia,Gamaleya - Sputnik V,Mar 2021,"100,000",,,,,"100,000"
Serbia,Gamaleya - Sputnik V,Oct 2021,"750,000",,,,,"750,000"
Serbia,Moderna - Spikevax,Nov 2021,,"200,000",,,,"200,000"
Serbia,Pfizer BioNTech - Comirnaty,Dec 2020,"4,800",,,,,"4,800"
Serbia,Pfizer BioNTech - Comirnaty,Feb 2021,"87,750",,,,,"87,750"
Serbia,Pfizer BioNTech - Comirnaty,Mar 2021,"182,520",,,,,"182,520"
Serbia,Pfizer BioNTech - Comirnaty,Apr 2021,"106,470",,,,,"106,470"
Serbia,Pfizer BioNTech - Comirnaty,May 2021,"104,130","1,170",,,,"105,300"
Serbia,Pfizer BioNTech - Comirnaty,Jul 2021,,,"28,080",,,"28,080"
Serbia,Pfizer BioNTech - Comirnaty,Aug 2021,"423,540","11,700",,,,"435,240"
Serbia,Pfizer BioNTech - Comirnaty,Dec 2021,"388,440",,,,,"388,440"
Serbia,SII - Covishield,Feb 2021,"150,000",,,,,"150,000"
Serbia,Sinopharm (Beijing) - BBIBP-CorV,Jan 2021,"1,000,000",,,,,"1,000,000"
Serbia,Sinopharm (Beijing) - BBIBP-CorV,Feb 2021,"500,000",,,,,"500,000"
Serbia,Sinopharm (Beijing) - BBIBP-CorV,Apr 2021,"1,000,000",,,,,"1,000,000"
Serbia,Sinopharm (Beijing) - BBIBP-CorV,May 2021,"946,000","200,000",,,,"1,146,000"
Serbia,Sinopharm (Beijing) - BBIBP-CorV,Nov 2021,,,"306,000",,,"306,000"
Serbia,Unknown,Mar 2021,,,,,"423,764","423,764"
Serbia,Unknown,Apr 2021,,,,,"13,161","13,161"
Serbia,Unknown,Jun 2021,,,,,"373,100","373,100"
Serbia,Unknown,Jul 2021,,,,,"400,842","400,842"
Serbia,Unknown,Sep 2021,,,,,"504,810","504,810"
Serbia,Unknown,Nov 2021,,,,,"286,135","286,135"
Serbia,Unknown,Jan 2022,,,,,"64,153","64,153"
Serbia,Unknown,Feb 2022,,,,,"76,605","76,605"
Serbia,Unknown,Jun 2022,,,,,"1,387","1,387"
Seychelles,Gamaleya - Sputnik V,Mar 2021,,"1,000",,,,"1,000"
Seychelles,Pfizer BioNTech - Comirnaty,Sep 2021,,,"35,100",,,"35,100"
Seychelles,Pfizer BioNTech - Comirnaty,Dec 2021,,,"39,780",,,"39,780"
Seychelles,Pfizer BioNTech - Comirnaty,Jun 2022,,,"39,780",,,"39,780"
Seychelles,SII - Covishield,Jan 2021,,"50,000",,,,"50,000"
Seychelles,Sinopharm (Beijing) - BBIBP-CorV,Jan 2021,,"50,000",,,,"50,000"
Seychelles,Sinopharm (Beijing) - BBIBP-CorV,Jun 2021,,"25,000",,,,"25,000"
Seychelles,Unknown,Mar 2021,,,,,"9,607","9,607"
Seychelles,Unknown,Apr 2021,,,,,"28,917","28,917"
Seychelles,Unknown,May 2021,,,,,"8,399","8,399"
Sierra Leone,AstraZeneca - Vaxzevria,Aug 2021,,,"96,000",,,"96,000"
Sierra Leone,AstraZeneca - Vaxzevria,Oct 2021,,,"184,800",,,"184,800"
Sierra Leone,AstraZeneca - Vaxzevria,Dec 2021,,,"96,000",,,"96,000"
Sierra Leone,AstraZeneca - Vaxzevria,Jan 2022,,,"148,800",,,"148,800"
Sierra Leone,AstraZeneca - Vaxzevria,Feb 2022,,,"650,400",,,"650,400"
Sierra Leone,AstraZeneca - Vaxzevria,Apr 2022,,,"100,800",,,"100,800"
Sierra Leone,Gamaleya - Sputnik V,May 2021,,"10,000",,,,"10,000"
Sierra Leone,Janssen - Ad26.COV 2.S,Sep 2021,,,"151,200","52,800",,"204,000"
Sierra Leone,Janssen - Ad26.COV 2.S,Oct 2021,,,,"187,200",,"187,200"
Sierra Leone,Janssen - Ad26.COV 2.S,Nov 2021,,,"168,000",,,"168,000"
Sierra Leone,Janssen - Ad26.COV 2.S,Dec 2021,,,"168,000","223,200",,"391,200"
Sierra Leone,Janssen - Ad26.COV 2.S,Feb 2022,,,,"151,200",,"151,200"
Sierra Leone,Janssen - Ad26.COV 2.S,Mar 2022,,,"302,400",,,"302,400"
Sierra Leone,Janssen - Ad26.COV 2.S,May 2022,,,"396,000",,,"396,000"
Sierra Leone,Janssen - Ad26.COV 2.S,Jun 2022,,,,"300,000",,"300,000"
Sierra Leone,Janssen - Ad26.COV 2.S,Jul 2022,,,,"309,600",,"309,600"
Sierra Leone,Janssen - Ad26.COV 2.S,Aug 2022,,,,"468,000",,"468,000"
Sierra Leone,Janssen - Ad26.COV 2.S,Sep 2022,,,,"362,400",,"362,400"
Sierra Leone,Pfizer BioNTech - Comirnaty,Sep 2021,,,"113,490",,,"113,490"
Sierra Leone,Pfizer BioNTech - Comirnaty,Nov 2021,,,"287,820",,,"287,820"
Sierra Leone,Pfizer BioNTech - Comirnaty,Feb 2022,,,"160,290",,,"160,290"
Sierra Leone,Pfizer BioNTech - Comirnaty,Mar 2022,,,"200,070",,,"200,070"
Sierra Leone,Pfizer BioNTech - Comirnaty,Apr 2022,,,"200,070",,,"200,070"
Sierra Leone,Pfizer BioNTech - Comirnaty,Jun 2022,,,"263,250",,,"263,250"
Sierra Leone,Pfizer BioNTech - Comirnaty,Aug 2022,,,"299,520",,,"299,520"
Sierra Leone,Pfizer BioNTech - Comirnaty,Sep 2022,,,"201,600",,,"201,600"
Sierra Leone,SII - Covishield,Mar 2021,,,"96,000",,,"96,000"
Sierra Leone,Sinopharm (Beijing) - BBIBP-CorV,Feb 2021,,"200,000",,,,"200,000"
Sierra Leone,Sinopharm (Beijing) - BBIBP-CorV,Aug 2021,,"200,000",,,,"200,000"
Sierra Leone,Sinovac - CoronaVac,Apr 2022,,"200,000",,,,"200,000"
Singapore,AstraZeneca - Vaxzevria,Sep 2021,,,"244,800",,,"244,800"
Singapore,Sinovac - CoronaVac,Feb 2021,"200,000",,,,,"200,000"
Singapore,Sinovac - CoronaVac,Sep 2021,"101,000",,,,,"101,000"
Singapore,Sinovac - CoronaVac,Nov 2021,,,"693,600",,,"693,600"
Singapore,Unknown,Dec 2020,,,,,675,675
Singapore,Unknown,Jan 2021,,,,,"169,425","169,425"
Singapore,Unknown,Feb 2021,,,,,"180,519","180,519"
Singapore,Unknown,Mar 2021,,,,,"976,909","976,909"
Singapore,Unknown,Apr 2021,,,,,"1,481,257","1,481,257"
Singapore,Unknown,May 2021,,,,,"1,411,889","1,411,889"
Singapore,Unknown,Jun 2021,,,,,"1,620,455","1,620,455"
Singapore,Unknown,Jul 2021,,,,,"2,365,419","2,365,419"
Singapore,Unknown,Aug 2021,,,,,"1,345,516","1,345,516"
Singapore,Unknown,Sep 2021,,,,,"292,207","292,207"
Singapore,Unknown,Oct 2021,,,,,"887,581","887,581"
Singapore,Unknown,Nov 2021,,,,,"78,278","78,278"
Singapore,Unknown,Dec 2021,,,,,"926,976","926,976"
Singapore,Unknown,Jan 2022,,,,,"1,332,730","1,332,730"
Singapore,Unknown,Feb 2022,,,,,"789,325","789,325"
Singapore,Unknown,Mar 2022,,,,,"360,291","360,291"
Singapore,Unknown,Apr 2022,,,,,"225,024","225,024"
Singapore,Unknown,May 2022,,,,,"203,196","203,196"
Singapore,Unknown,Jun 2022,,,,,"112,939","112,939"
Singapore,Unknown,Jul 2022,,,,,"67,946","67,946"
Singapore,Unknown,Aug 2022,,,,,"56,183","56,183"
Singapore,Unknown,Sep 2022,,,,,"40,841","40,841"
Slovakia,AstraZeneca - Vaxzevria,Feb 2021,"136,800",,,,,"136,800"
Slovakia,AstraZeneca - Vaxzevria,Mar 2021,"130,200","15,000",,,,"145,200"
Slovakia,AstraZeneca - Vaxzevria,Apr 2021,"177,600",,,,,"177,600"
Slovakia,AstraZeneca - Vaxzevria,May 2021,"417,600",,,,,"417,600"
Slovakia,AstraZeneca - Vaxzevria,Jun 2021,"105,600",,,,,"105,600"
Slovakia,AstraZeneca - Vaxzevria,Jul 2021,"494,400",,,,,"494,400"
Slovakia,AstraZeneca - Vaxzevria,Aug 2021,"105,600",,,,,"105,600"
Slovakia,AstraZeneca - Vaxzevria,Sep 2021,0,,,,,0
Slovakia,AstraZeneca - Vaxzevria,Oct 2021,0,,,,,0
Slovakia,AstraZeneca - Vaxzevria,Jan 2022,"45,010",,,,,"45,010"
Slovakia,AstraZeneca - Vaxzevria,Mar 2022,0,,,,,0
Slovakia,AstraZeneca - Vaxzevria,Apr 2022,0,,,,,0
Slovakia,Gamaleya - Sputnik V,Mar 2021,"200,000",,,,,"200,000"
Slovakia,Gamaleya - Sputnik V,Jun 2021,0,,,,,0
Slovakia,Gamaleya - Sputnik V,Jul 2021,0,,,,,0
Slovakia,Gamaleya - Sputnik V,Aug 2021,0,,,,,0
Slovakia,Gamaleya - Sputnik V,Sep 2021,0,,,,,0
Slovakia,Gamaleya - Sputnik V,Dec 2021,0,,,,,0
Slovakia,Janssen - Ad26.COV 2.S,Apr 2021,"9,600",,,,,"9,600"
Slovakia,Janssen - Ad26.COV 2.S,May 2021,"56,500",,,,,"56,500"
Slovakia,Janssen - Ad26.COV 2.S,Jun 2021,"45,600",,,,,"45,600"
Slovakia,Janssen - Ad26.COV 2.S,Jul 2021,"51,500",,,,,"51,500"
Slovakia,Janssen - Ad26.COV 2.S,Aug 2021,"16,800",,,,,"16,800"
Slovakia,Janssen - Ad26.COV 2.S,Sep 2021,"48,000",,,,,"48,000"
Slovakia,Janssen - Ad26.COV 2.S,Oct 2021,"247,200",,,,,"247,200"
Slovakia,Janssen - Ad26.COV 2.S,Nov 2021,0,,,,,0
Slovakia,Janssen - Ad26.COV 2.S,Dec 2021,0,,,,,0
Slovakia,Janssen - Ad26.COV 2.S,Jan 2022,0,,,,,0
Slovakia,Janssen - Ad26.COV 2.S,Feb 2022,0,,,,,0
Slovakia,Janssen - Ad26.COV 2.S,Mar 2022,0,,,,,0
Slovakia,Janssen - Ad26.COV 2.S,Apr 2022,0,,,,,0
Slovakia,Janssen - Ad26.COV 2.S,May 2022,0,,,,,0
Slovakia,Janssen - Ad26.COV 2.S,Jun 2022,0,,,,,0
Slovakia,Janssen - Ad26.COV 2.S,Jul 2022,0,,,,,0
Slovakia,Moderna - Spikevax,Jan 2021,"10,800",,,,,"10,800"
Slovakia,Moderna - Spikevax,Feb 2021,"34,800",,,,,"34,800"
Slovakia,Moderna - Spikevax,Mar 2021,"75,600",,,,,"75,600"
Slovakia,Moderna - Spikevax,Apr 2021,"60,000",,,,,"60,000"
Slovakia,Moderna - Spikevax,May 2021,"169,200",,,,,"169,200"
Slovakia,Moderna - Spikevax,Jun 2021,"151,200",,,,,"151,200"
Slovakia,Moderna - Spikevax,Jul 2021,"134,400",,,,,"134,400"
Slovakia,Moderna - Spikevax,Aug 2021,"216,000",,,,,"216,000"
Slovakia,Moderna - Spikevax,Sep 2021,0,,,,,0
Slovakia,Moderna - Spikevax,Oct 2021,"1,200",,,,,"1,200"
Slovakia,Moderna - Spikevax,Nov 2021,"15,600",,,,,"15,600"
Slovakia,Moderna - Spikevax,Dec 2021,0,,,,,0
Slovakia,Moderna - Spikevax,Jan 2022,"1,200",,,,,"1,200"
Slovakia,Moderna - Spikevax,Feb 2022,"1,200",,,,,"1,200"
Slovakia,Moderna - Spikevax,Mar 2022,0,,,,,0
Slovakia,Moderna - Spikevax,Apr 2022,0,,,,,0
Slovakia,Moderna - Spikevax,May 2022,0,,,,,0
Slovakia,Moderna - Spikevax,Jun 2022,0,,,,,0
Slovakia,Moderna - Spikevax,Jul 2022,0,,,,,0
Slovakia,Novavax - Nuvaxovid,Mar 2022,"93,000",,,,,"93,000"
Slovakia,Novavax - Nuvaxovid,Apr 2022,0,,,,,0
Slovakia,Novavax - Nuvaxovid,May 2022,0,,,,,0
Slovakia,Novavax - Nuvaxovid,Jun 2022,0,,,,,0
Slovakia,Novavax - Nuvaxovid,Jul 2022,0,,,,,0
Slovakia,Pfizer BioNTech - Comirnaty,Dec 2020,"9,750",,,,,"9,750"
Slovakia,Pfizer BioNTech - Comirnaty,Jan 2021,"197,340",,,,,"197,340"
Slovakia,Pfizer BioNTech - Comirnaty,Feb 2021,"203,580",,,,,"203,580"
Slovakia,Pfizer BioNTech - Comirnaty,Mar 2021,"308,880",,,,,"308,880"
Slovakia,Pfizer BioNTech - Comirnaty,Apr 2021,"274,950",,,,,"274,950"
Slovakia,Pfizer BioNTech - Comirnaty,May 2021,"951,210",,,,,"951,210"
Slovakia,Pfizer BioNTech - Comirnaty,Jun 2021,"879,840",,,,,"879,840"
Slovakia,Pfizer BioNTech - Comirnaty,Jul 2021,"514,800",,,,,"514,800"
Slovakia,Pfizer BioNTech - Comirnaty,Aug 2021,"349,830",,,,,"349,830"
Slovakia,Pfizer BioNTech - Comirnaty,Sep 2021,"478,530",,,,,"478,530"
Slovakia,Pfizer BioNTech - Comirnaty,Oct 2021,"623,610",,,,,"623,610"
Slovakia,Pfizer BioNTech - Comirnaty,Nov 2021,0,,,,,0
Slovakia,Pfizer BioNTech - Comirnaty,Dec 2021,"737,490",,,,,"737,490"
Slovakia,Pfizer BioNTech - Comirnaty,Jan 2022,"796,770",,,,,"796,770"
Slovakia,Pfizer BioNTech - Comirnaty,Feb 2022,"797,940",,,,,"797,940"
Slovakia,Pfizer BioNTech - Comirnaty,Mar 2022,"599,040",,,,,"599,040"
Slovakia,Pfizer BioNTech - Comirnaty,Apr 2022,0,,,,,0
Slovakia,Pfizer BioNTech - Comirnaty,May 2022,0,,,,,0
Slovakia,Pfizer BioNTech - Comirnaty,Jun 2022,0,,,,,0
Slovakia,Pfizer BioNTech - Comirnaty,Jul 2022,0,,,,,0
Slovenia,AstraZeneca - Vaxzevria,Feb 2021,"52,800",,,,,"52,800"
Slovenia,AstraZeneca - Vaxzevria,Mar 2021,"45,600",,,,,"45,600"
Slovenia,AstraZeneca - Vaxzevria,Apr 2021,"67,200",,,,,"67,200"
Slovenia,AstraZeneca - Vaxzevria,May 2021,"160,800",,,,,"160,800"
Slovenia,AstraZeneca - Vaxzevria,Jun 2021,"340,800",,,,,"340,800"
Slovenia,AstraZeneca - Vaxzevria,Jul 2021,"192,000",,,,,"192,000"
Slovenia,AstraZeneca - Vaxzevria,Aug 2021,"105,600",,,,,"105,600"
Slovenia,AstraZeneca - Vaxzevria,Sep 2021,"154,200",,,,,"154,200"
Slovenia,AstraZeneca - Vaxzevria,Oct 2021,0,,,,,0
Slovenia,AstraZeneca - Vaxzevria,Nov 2021,"4,800",,,,,"4,800"
Slovenia,AstraZeneca - Vaxzevria,Dec 2021,0,,,,,0
Slovenia,AstraZeneca - Vaxzevria,Jan 2022,0,,,,,0
Slovenia,AstraZeneca - Vaxzevria,Feb 2022,0,,,,,0
Slovenia,AstraZeneca - Vaxzevria,Mar 2022,0,,,,,0
Slovenia,Janssen - Ad26.COV 2.S,May 2021,"45,600",,,,,"45,600"
Slovenia,Janssen - Ad26.COV 2.S,Jun 2021,"36,000",,,,,"36,000"
Slovenia,Janssen - Ad26.COV 2.S,Jul 2021,"26,400",,,,,"26,400"
Slovenia,Janssen - Ad26.COV 2.S,Aug 2021,"12,000",,,,,"12,000"
Slovenia,Janssen - Ad26.COV 2.S,Sep 2021,"31,200",,,,,"31,200"
Slovenia,Janssen - Ad26.COV 2.S,Oct 2021,"55,200",,,,,"55,200"
Slovenia,Janssen - Ad26.COV 2.S,Nov 2021,0,,,,,0
Slovenia,Janssen - Ad26.COV 2.S,Dec 2021,0,,,,,0
Slovenia,Janssen - Ad26.COV 2.S,Jan 2022,0,,,,,0
Slovenia,Janssen - Ad26.COV 2.S,Feb 2022,0,,,,,0
Slovenia,Janssen - Ad26.COV 2.S,Mar 2022,0,,,,,0
Slovenia,Janssen - Ad26.COV 2.S,Apr 2022,0,,,,,0
Slovenia,Janssen - Ad26.COV 2.S,May 2022,0,,,,,0
Slovenia,Janssen - Ad26.COV 2.S,Jun 2022,0,,,,,0
Slovenia,Janssen - Ad26.COV 2.S,Jul 2022,0,,,,,0
Slovenia,Janssen - Ad26.COV 2.S,Aug 2022,0,,,,,0
Slovenia,Janssen - Ad26.COV 2.S,Sep 2022,0,,,,,0
Slovenia,Moderna - Spikevax,Jan 2021,"3,600",,,,,"3,600"
Slovenia,Moderna - Spikevax,Feb 2021,"13,200",,,,,"13,200"
Slovenia,Moderna - Spikevax,Mar 2021,"30,000",,,,,"30,000"
Slovenia,Moderna - Spikevax,Apr 2021,"22,800",,,,,"22,800"
Slovenia,Moderna - Spikevax,May 2021,"67,200",,,,,"67,200"
Slovenia,Moderna - Spikevax,Jun 2021,"57,600",,,,,"57,600"
Slovenia,Moderna - Spikevax,Jul 2021,"51,600",,,,,"51,600"
Slovenia,Moderna - Spikevax,Aug 2021,"84,000",,,,,"84,000"
Slovenia,Moderna - Spikevax,Sep 2021,0,,,,,0
Slovenia,Moderna - Spikevax,Oct 2021,0,,,,,0
Slovenia,Moderna - Spikevax,Nov 2021,"62,400",,,,,"62,400"
Slovenia,Moderna - Spikevax,Dec 2021,"190,200",,,,,"190,200"
Slovenia,Moderna - Spikevax,Jan 2022,"30,000",,,,,"30,000"
Slovenia,Moderna - Spikevax,Feb 2022,"30,000",,,,,"30,000"
Slovenia,Moderna - Spikevax,Mar 2022,0,,,,,0
Slovenia,Moderna - Spikevax,Apr 2022,"33,600",,,,,"33,600"
Slovenia,Moderna - Spikevax,May 2022,"20,200",,,,,"20,200"
Slovenia,Moderna - Spikevax,Jun 2022,"18,000",,,,,"18,000"
Slovenia,Moderna - Spikevax,Jul 2022,0,,,,,0
Slovenia,Moderna - Spikevax,Aug 2022,0,,,,,0
Slovenia,Moderna - Spikevax,Sep 2022,0,,,,,0
Slovenia,Novavax - Nuvaxovid,Mar 2022,"84,000",,,,,"84,000"
Slovenia,Novavax - Nuvaxovid,Apr 2022,0,,,,,0
Slovenia,Novavax - Nuvaxovid,May 2022,0,,,,,0
Slovenia,Novavax - Nuvaxovid,Jun 2022,0,,,,,0
Slovenia,Novavax - Nuvaxovid,Jul 2022,0,,,,,0
Slovenia,Novavax - Nuvaxovid,Aug 2022,0,,,,,0
Slovenia,Novavax - Nuvaxovid,Sep 2022,0,,,,,0
Slovenia,Pfizer BioNTech - Comirnaty,Dec 2020,"19,890",,,,,"19,890"
Slovenia,Pfizer BioNTech - Comirnaty,Jan 2021,"69,030",,,,,"69,030"
Slovenia,Pfizer BioNTech - Comirnaty,Feb 2021,"78,390",,,,,"78,390"
Slovenia,Pfizer BioNTech - Comirnaty,Mar 2021,"88,920",,,,,"88,920"
Slovenia,Pfizer BioNTech - Comirnaty,Apr 2021,"153,270",,,,,"153,270"
Slovenia,Pfizer BioNTech - Comirnaty,May 2021,"297,180",,,,,"297,180"
Slovenia,Pfizer BioNTech - Comirnaty,Jun 2021,"410,670",,,,,"410,670"
Slovenia,Pfizer BioNTech - Comirnaty,Jul 2021,"327,600",,,,,"327,600"
Slovenia,Pfizer BioNTech - Comirnaty,Aug 2021,"346,320",,,,,"346,320"
Slovenia,Pfizer BioNTech - Comirnaty,Sep 2021,"195,390",,,,,"195,390"
Slovenia,Pfizer BioNTech - Comirnaty,Oct 2021,"170,820",,,,,"170,820"
Slovenia,Pfizer BioNTech - Comirnaty,Nov 2021,"147,420",,,,,"147,420"
Slovenia,Pfizer BioNTech - Comirnaty,Dec 2021,"283,470",,,,,"283,470"
Slovenia,Pfizer BioNTech - Comirnaty,Jan 2022,"306,450",,,,,"306,450"
Slovenia,Pfizer BioNTech - Comirnaty,Feb 2022,"306,450",,,,,"306,450"
Slovenia,Pfizer BioNTech - Comirnaty,Mar 2022,"221,490",,,,,"221,490"
Slovenia,Pfizer BioNTech - Comirnaty,Apr 2022,"209,430",,,,,"209,430"
Slovenia,Pfizer BioNTech - Comirnaty,May 2022,0,,,,,0
Slovenia,Pfizer BioNTech - Comirnaty,Jun 2022,0,,,,,0
Slovenia,Pfizer BioNTech - Comirnaty,Jul 2022,0,,,,,0
Slovenia,Pfizer BioNTech - Comirnaty,Aug 2022,0,,,,,0
